code,report,rtn1y,rtn2y
300433,300433_蓝思科技_2021年年度报告.pdf,-0.5143526696500472,0.2460163343792969
300442,300442_润泽科技_2021年年度报告.pdf,0.01163365813349282,0.09216105842951405
300450,300450_先导智能_2020年年度报告.pdf,0.4164955545746625,-0.4481404011572413
300450,300450_先导智能_2021年年度报告.pdf,-0.4481404011572413,-0.3409597113533708
300454,300454_深信服_2020年年度报告.pdf,-0.2287181963425412,-0.4092925358049555
300454,300454_深信服_2021年年度报告.pdf,-0.4092925358049555,-0.3558802553888031
300496,300496_中科创达_2021年年度报告.pdf,-0.2717530278694152,-0.1965151631479921
300498,300498_温氏股份_2020年年度报告.pdf,0.05655303428390801,0.02079683258744502
300498,300498_温氏股份_2021年年度报告.pdf,0.02079683258744502,0.02675846498163592
300628,300628_亿联网络_2020年年度报告.pdf,0.1204967175417893,-0.2401697759193976
300628,300628_亿联网络_2021年年度报告.pdf,-0.2401697759193976,-0.2713727923784668
300661,300661_圣邦股份_2020年年度报告.pdf,0.756977654605224,-0.1599991136127304
300661,300661_圣邦股份_2021年年度报告.pdf,-0.1599991136127304,-0.3262919652941894
300750,300750_宁德时代_2020年年度报告.pdf,0.6744733542400518,-0.3294590229950689
300750,300750_宁德时代_2021年年度报告.pdf,-0.3294590229950689,-0.2459069048402629
300751,300751_迈为股份_2020年年度报告.pdf,0.7082866646716262,0.02822443623066384
300751,300751_迈为股份_2021年年度报告.pdf,0.02822443623066384,-0.4907914642677477
300759,300759_康龙化成_2020年年度报告.pdf,0.1755728647372123,-0.2737554885913346
300759,300759_康龙化成_2021年年度报告.pdf,-0.2737554885913346,-0.3527891047772744
300760,300760_迈瑞医疗_2020年年度报告.pdf,-0.09951249218157121,-0.1590061717647394
300760,300760_迈瑞医疗_2021年年度报告.pdf,-0.1590061717647394,-0.05109531356087116
300782,300782_卓胜微_2020年年度报告.pdf,0.03274908658281994,-0.4367868886993018
300782,300782_卓胜微_2021年年度报告.pdf,-0.4367868886993018,0.2328045770021667
300832,300832_新产业_2020年年度报告.pdf,-0.3546824257866388,0.1476885525342559
300832,300832_新产业_2021年年度报告.pdf,0.1476885525342559,0.5525014653562381
300896,300896_爱美客_2021年年度报告.pdf,0.06015158246678332,-0.4687925999506677
300919,300919_中伟股份_2020年年度报告.pdf,0.8550557502474838,-0.565560594820165
300919,300919_中伟股份_2021年年度报告.pdf,-0.565560594820165,-0.2464951005378591
300957,300957_贝泰妮_2020年年度报告.pdf,3.072162645359321,-0.2201232054802905
300957,300957_贝泰妮_2021年年度报告.pdf,-0.2201232054802905,-0.5340943690447817
300979,300979_华利集团_2021年年度报告.pdf,-0.3424060966144796,-0.0551884109384303
300999,300999_金龙鱼_2020年年度报告.pdf,-0.4179531452791135,-0.3061632235848186
300999,300999_金龙鱼_2021年年度报告.pdf,-0.3061632235848186,-0.2308370104068624
600009,600009_上海机场_上海机场2020年年度报告.pdf,-0.3555948276798904,0.2099915283471032
600009,600009_上海机场_上海机场2021年年度报告.pdf,0.2099915283471032,-0.392633711228468
600010,600010_包钢股份_包钢股份2020年年度报告.pdf,1.13085260588854,-0.2786578127355755
600010,600010_包钢股份_包钢股份2021年年度报告.pdf,-0.2786578127355755,-0.2089027956462916
600011,600011_华能国际_华能国际2020年年度报告.pdf,0.6157482599904769,-0.1469352015996153
600011,600011_华能国际_华能国际H股2020年年度报告.pdf,0.6157482599904769,-0.1469352015996153
600011,600011_华能国际_华能国际H股2021年年度报告.pdf,-0.1469352015996153,0.007463597450076076
600015,600015_华夏银行_华夏银行2020年年度报告.pdf,-0.0390009720809098,-0.009135717177139902
600015,600015_华夏银行_华夏银行2021年年度报告.pdf,-0.009135717177139902,0.09587930571694314
600018,600018_上港集团_上港集团2020年年度报告.pdf,0.1578926242133063,0.006650570630975849
600018,600018_上港集团_上港集团2021年年度报告.pdf,0.006650570630975849,-0.03920329775402942
600023,600023_浙能电力_2021年年度报告.pdf,-0.09548589815084385,0.217121312011018
600023,600023_浙能电力_浙能电力2020年年度报告.pdf,0.1240803754455482,-0.09548589815084385
600025,600025_华能水电_2020年年度报告.pdf,0.4589285672485914,0.02484389865885528
600025,600025_华能水电_2021年年度报告.pdf,0.02484389865885528,0.2960741246141512
600026,600026_中远海能_中远海能2020年年度报告.pdf,-0.06038959099002128,0.7029593751920993
600026,600026_中远海能_中远海能2021年年度报告.pdf,0.7029593751920993,0.02283869604208699
600027,600027_华电国际_2021年年度报告.pdf,0.1100566882228755,-0.0684364526388247
600028,600028_中国石化_2020年年度报告.pdf,0.06434087571420521,0.07372546062814078
600028,600028_中国石化_中国石化2021年年度报告.pdf,0.07372546062814078,0.1787410843190591
600029,600029_南方航空_H股公告-2020年年度报告.pdf,0.1291281396023283,0.1053235135826087
600029,600029_南方航空_南方航空2020年年度报告.pdf,0.1291281396023283,0.1053235135826087
600029,600029_南方航空_南方航空2021年度报告.pdf,0.1053235135826087,-0.2228498224260823
600030,600030_中信证券_中信证券股份有限公司2020年年度报告.pdf,-0.0757950493888232,-0.1602744428752052
600030,600030_中信证券_中信证券股份有限公司2021年年度报告.pdf,-0.1602744428752052,0.04112280549400293
600031,600031_三一重工_三一重工股份有限公司2020年年年度报告.pdf,-0.3149622555291712,-0.2600272764147856
600031,600031_三一重工_三一重工股份有限公司2021年年度报告.pdf,-0.2600272764147856,-0.1003689978980716
600036,600036_招商银行_招商银行股份有限公司2020年度报告.pdf,0.1221812288443214,-0.1796213160370241
600036,600036_招商银行_招商银行股份有限公司2021年度报告.pdf,-0.1796213160370241,-0.1699198225737845
600039,600039_四川路桥_四川路桥2020年年度报告.pdf,1.566546809703453,-0.03520431449792882
600039,600039_四川路桥_四川路桥2021年年度报告.pdf,-0.03520431449792882,0.02261056527411998
600048,600048_保利发展_保利发展控股集团股份有限公司2020年年度报告.pdf,0.0282278246278953,0.004063479553366944
600048,600048_保利发展_保利发展控股集团股份有限公司2021年年度报告.pdf,0.004063479553366944,-0.2429125327165461
600061,600061_国投资本_国投资本2020年年度报告.pdf,-0.08254400260208894,-0.2019437872595679
600061,600061_国投资本_国投资本股份有限公司2021年年度报告.pdf,-0.2019437872595679,0.06671033836848772
