,test_rtn1y,test_rtn2y,bag_count_pred1y,bag_count_pred2y,bag_TfidfVectorizer_pred1y,bag_TfidfVectorizer_pred2y,doc2vec_pred1y,doc2vec_pred2y,word2vec_pred1y,wordvec_pred2y
0,-0.1818952583615034,-0.146468783793163,-0.1111520136143103,-0.0636086485387952,-0.1451658419859015,-0.0867583044264229,-0.074154496,-0.006052032,0.03951082336308781,0.045489237663488113
1,0.6781852608585917,-0.1774809739983405,0.8629538354980698,-0.4404128854812975,1.1000252782664934,-0.6510588370152963,0.22005057,-0.3026848,-0.030933623477424066,-0.3712195141553398
2,-0.4723930408966316,-0.5584844840473777,0.4252710151936342,-0.7000744197456589,0.610158904344049,-0.3868932357996149,0.4931035,-0.3492097,0.2695522863040804,-0.2502412322955849
3,-0.1295779695097894,-0.1515575617031585,0.3139112830109016,0.0180847197082464,0.3657514813619687,-0.0902302528686823,-0.21624587,-0.20576683,0.1072334204183058,-0.12348361374951111
4,0.3935117378458548,0.0100285680936493,1.7256330014447117,-0.2157040749828257,0.4302102189489303,0.000889212703813,-0.43804592,-0.023039296,0.18386337116486423,-0.012116029592183053
5,-0.0954858981508438,0.217121312011018,-0.0734008737276126,-0.1660433722125788,-0.1080797963780066,-0.0223935657250224,0.30622903,0.0056612343,0.2090413077747137,0.07423674427589888
6,0.1062841408157296,-0.0417913632252329,0.4771062410089258,-0.6028420682962119,-0.0521437283988535,-0.1550042740256361,-0.028658569,-0.24562496,0.08959541580665359,0.26831796128839214
7,-0.3546050280636678,-0.0158735892666155,0.5730788153003283,0.0362601118559822,0.0378260230288802,0.0406677693670851,-0.088074684,-0.11411889,0.17029986733125207,0.1481264930332895
8,-0.1774809739983405,-0.4848593970959307,0.2639288698560522,-0.3461171986847851,0.7834700038385576,-0.6055593905662049,0.012124479,-0.14188078,-0.12631355062640065,-0.3233200684684132
9,-0.194459566481193,0.0198441270196019,0.182131054958915,-0.1078439734289826,0.1478525862307007,0.1201856240560917,-0.024270102,0.08057103,-0.1679326318935686,-0.1553422553499384
